month,narrative,reporter_code,true_theme
0,forklift collision spotter reversing reported to supervisor valve handwheel speed employee was no injury sustained,vehicle_incidents,vehicle_incidents
0,investigation initiated forklift collision reversing speed work was stopped no injury sustained seatbelt blind spot,vehicle_incidents,vehicle_incidents
0,hand laceration wrench point no injury sustained pinch investigation initiated lifting plan employee was,chemical_exposure,hand_injuries
0,spotter collision blind spot vehicle during routine operations cable at the facility forklift first aid administered,vehicle_incidents,vehicle_incidents
0,barricade reported to supervisor tool impact fell swing deck below first aid administered employee was,hand_injuries,dropped_objects
0,work was stopped employee was tagline reported to supervisor tagline lift swing crane rigging,lifting_ops,lifting_ops
0,lanyard scaffold deck below first aid administered reported to supervisor tool at the facility glove fell,dropped_objects,dropped_objects
0,investigation initiated hand no injury sustained during routine operations vehicle collision seatbelt spotter blind spot,vehicle_incidents,vehicle_incidents
0,housekeeping at the facility first aid administered cable mud footing stairs wet surface reported to supervisor,slips_trips,slips_trips
0,spotter stairs reversing speed first aid administered vehicle pedestrian no injury sustained employee was,vehicle_incidents,vehicle_incidents
0,slip cable investigation initiated housekeeping wet surface no injury sustained trip employee was walkway,slips_trips,slips_trips
0,work was stopped tagline dropped deck below object during routine operations lanyard first aid administered scaffold,dropped_objects,dropped_objects
0,valve handwheel wrench finger glove work was stopped point at the facility employee was lift,hand_injuries,hand_injuries
0,wet surface splash first aid administered slip employee was housekeeping cable no injury sustained mud,slips_trips,slips_trips
0,reported to supervisor tagline exposure load rigging no injury sustained swing first aid administered banksman,lifting_ops,lifting_ops
0,dropped deck below reported to supervisor lanyard object fell speed first aid administered investigation initiated,dropped_objects,dropped_objects
0,investigation initiated dropped tool impact first aid administered at the facility object fell deck below,dropped_objects,dropped_objects
0,reported to supervisor height dropped during routine operations deck below barricade tool valve handwheel first aid administered,dropped_objects,dropped_objects
0,laceration laceration pinch reported to supervisor glove investigation initiated during routine operations point wrench,hand_injuries,hand_injuries
1,object dropped fell during routine operations first aid administered deck below height employee was caught between,dropped_objects,dropped_objects
1,impact barricade fell tool investigation initiated skin contact first aid administered lanyard reported to supervisor,dropped_objects,dropped_objects
1,valve handwheel hand first aid administered at the facility wrench lanyard glove caught between work was stopped,slips_trips,hand_injuries
1,seatbelt work was stopped employee was vehicle reversing pedestrian speed first aid administered collision,vehicle_incidents,vehicle_incidents
1,first aid administered lifting plan forklift reversing work was stopped vehicle seatbelt during routine operations pedestrian,vehicle_incidents,vehicle_incidents
1,investigation initiated goggles sds at the facility eyewash acid employee was goggles chemical,chemical_exposure,chemical_exposure
1,pinch finger work was stopped vehicle laceration investigation initiated valve handwheel at the facility wrench,slips_trips,hand_injuries
1,reported to supervisor finger glove point pinch mud hand at the facility work was stopped,chemical_exposure,hand_injuries
1,work was stopped skin contact acid first aid administered splash during routine operations vapor exposure deck below,chemical_exposure,chemical_exposure
1,wrench pinch at the facility hand caught between during routine operations glove employee was cable,hand_injuries,hand_injuries
1,impact shackle sling at the facility lift crane banksman work was stopped investigation initiated,lifting_ops,lifting_ops
1,laceration point pinch hand glove laceration no injury sustained employee was at the facility,hand_injuries,hand_injuries
1,during routine operations pinch laceration no injury sustained work was stopped glove caught between forklift finger,hand_injuries,hand_injuries
1,scaffold forklift speed investigation initiated at the facility reversing during routine operations collision spotter,vehicle_incidents,vehicle_incidents
1,impact splash goggles at the facility work was stopped corrosive sds vapor no injury sustained,chemical_exposure,chemical_exposure
1,footing laceration handrail employee was cable first aid administered stairs walkway work was stopped,slips_trips,slips_trips
1,sds pedestrian goggles reported to supervisor employee was chemical vapor first aid administered exposure,lifting_ops,chemical_exposure
1,banksman pinch tagline shackle at the facility lifting plan no injury sustained rigging investigation initiated,lifting_ops,lifting_ops
1,work was stopped slip forklift spotter first aid administered collision blind spot pedestrian during routine operations,lifting_ops,vehicle_incidents
1,during routine operations scaffold object lanyard fell work was stopped first aid administered shackle impact,dropped_objects,dropped_objects
1,eyewash vapor during routine operations exposure chemical no injury sustained first aid administered collision goggles,chemical_exposure,chemical_exposure
1,valve handwheel caught between work was stopped mud laceration pinch wrench during routine operations investigation initiated,chemical_exposure,hand_injuries
1,trip during routine operations first aid administered at the facility footing cable housekeeping trip stairs,slips_trips,slips_trips
1,glove during routine operations first aid administered crane shackle at the facility lift swing tagline,lifting_ops,lifting_ops
1,first aid administered during routine operations deck below crane banksman lifting plan tagline load no injury sustained,lifting_ops,lifting_ops
1,during routine operations stairs housekeeping no injury sustained mud glove cable footing investigation initiated,dropped_objects,slips_trips
1,walkway employee was no injury sustained handrail investigation initiated stairs object slip housekeeping,slips_trips,slips_trips
1,reported to supervisor acid goggles splash first aid administered at the facility sds corrosive reversing,chemical_exposure,chemical_exposure
1,tool reported to supervisor deck below scaffold at the facility object impact during routine operations shackle,dropped_objects,dropped_objects
1,investigation initiated walkway no injury sustained cable during routine operations pinch footing mud slip,slips_trips,slips_trips
1,at the facility walkway wet surface mud during routine operations first aid administered footing slip speed,slips_trips,slips_trips
1,wrench investigation initiated laceration point during routine operations object finger hand reported to supervisor,hand_injuries,hand_injuries
1,investigation initiated swing object crane lifting plan shackle load at the facility first aid administered,lifting_ops,lifting_ops
1,no injury sustained housekeeping wet surface at the facility reported to supervisor trip shackle footing stairs,slips_trips,slips_trips
1,no injury sustained corrosive sds work was stopped housekeeping acid eyewash first aid administered skin contact,chemical_exposure,chemical_exposure
1,splash corrosive vapor caught between chemical exposure at the facility reported to supervisor investigation initiated,chemical_exposure,chemical_exposure
1,during routine operations scaffold impact eyewash tool at the facility lanyard dropped employee was,dropped_objects,dropped_objects
1,investigation initiated caught between hand first aid administered wrench point finger at the facility crane,hand_injuries,hand_injuries
1,during routine operations shackle work was stopped swing investigation initiated banksman load sling impact,lifting_ops,lifting_ops
1,reported to supervisor first aid administered blind spot vehicle forklift during routine operations collision seatbelt splash,vehicle_incidents,vehicle_incidents
1,swing crane investigation initiated reported to supervisor load sling tagline glove no injury sustained,lifting_ops,lifting_ops
1,first aid administered swing investigation initiated crane wet surface banksman shackle rigging employee was,lifting_ops,lifting_ops
1,shackle reported to supervisor at the facility swing lifting plan lift deck below crane no injury sustained,lifting_ops,lifting_ops
1,footing splash mud first aid administered at the facility handrail cable housekeeping employee was,dropped_objects,slips_trips
1,load laceration no injury sustained swing lifting plan employee was lift sling during routine operations,lifting_ops,lifting_ops
1,wrench glove laceration employee was during routine operations caught between splash reported to supervisor pinch,hand_injuries,hand_injuries
1,sds caught between work was stopped employee was skin contact goggles acid splash reported to supervisor,chemical_exposure,chemical_exposure
1,seatbelt reported to supervisor at the facility goggles blind spot pedestrian reversing speed during routine operations,vehicle_incidents,vehicle_incidents
1,reported to supervisor load sling work was stopped shackle no injury sustained rigging swing banksman,slips_trips,lifting_ops
1,pinch during routine operations dropped finger point at the facility laceration hand investigation initiated,hand_injuries,hand_injuries
2,scaffold work was stopped first aid administered lanyard deck below fell point employee was impact,dropped_objects,dropped_objects
2,investigation initiated laceration valve handwheel wrench pinch during routine operations walkway at the facility finger,hand_injuries,hand_injuries
2,no injury sustained lift investigation initiated first aid administered sling tagline rigging sds swing,lifting_ops,lifting_ops
2,goggles work was stopped investigation initiated finger employee was skin contact sds exposure corrosive,chemical_exposure,chemical_exposure
2,wrench investigation initiated slip laceration glove first aid administered reported to supervisor point pinch,hand_injuries,hand_injuries
2,impact object reported to supervisor deck below skin contact during routine operations tool fell employee was,dropped_objects,dropped_objects
2,valve handwheel reported to supervisor at the facility valve handwheel glove caught between point hand investigation initiated,hand_injuries,hand_injuries
2,skin contact reported to supervisor goggles splash during routine operations sds no injury sustained vapor scaffold,hand_injuries,chemical_exposure
2,during routine operations acid employee was exposure no injury sustained splash skin contact laceration eyewash,chemical_exposure,chemical_exposure
2,lanyard height object during routine operations scaffold employee was barricade rigging at the facility,dropped_objects,dropped_objects
2,banksman tagline slip at the facility crane work was stopped sling during routine operations shackle,lifting_ops,lifting_ops
2,walkway reported to supervisor eyewash goggles acid vapor during routine operations at the facility skin contact,chemical_exposure,chemical_exposure
2,fell work was stopped splash eyewash skin contact reported to supervisor exposure at the facility chemical,chemical_exposure,chemical_exposure
2,laceration vehicle investigation initiated reported to supervisor pedestrian speed first aid administered blind spot reversing,vehicle_incidents,vehicle_incidents
2,forklift wrench at the facility hand valve handwheel finger point no injury sustained investigation initiated,hand_injuries,hand_injuries
2,skin contact employee was chemical during routine operations reported to supervisor exposure goggles splash skin contact,hand_injuries,chemical_exposure
2,at the facility employee was barricade wet surface first aid administered deck below impact lanyard dropped,dropped_objects,dropped_objects
2,work was stopped deck below fell first aid administered footing no injury sustained lanyard barricade impact,dropped_objects,dropped_objects
2,point first aid administered laceration work was stopped employee was sds pinch finger wrench,hand_injuries,hand_injuries
2,object impact height fell reported to supervisor cable employee was tool investigation initiated,dropped_objects,dropped_objects
2,investigation initiated cable no injury sustained first aid administered housekeeping vapor slip stairs mud,slips_trips,slips_trips
2,during routine operations wet surface no injury sustained work was stopped walkway trip lift slip cable,slips_trips,slips_trips
2,investigation initiated walkway shackle lifting plan banksman reported to supervisor rigging sling work was stopped,chemical_exposure,lifting_ops
2,cable footing walkway at the facility first aid administered trip shackle reported to supervisor housekeeping,slips_trips,slips_trips
2,investigation initiated finger hand work was stopped glove first aid administered pinch point hand,dropped_objects,hand_injuries
2,work was stopped vehicle first aid administered blind spot speed forklift seatbelt reported to supervisor glove,vehicle_incidents,vehicle_incidents
2,point laceration glove vapor investigation initiated hand reported to supervisor during routine operations finger,hand_injuries,hand_injuries
2,blind spot collision impact no injury sustained seatbelt work was stopped forklift reversing first aid administered,vehicle_incidents,vehicle_incidents
2,hand at the facility laceration impact work was stopped wrench point pinch first aid administered,hand_injuries,hand_injuries
2,acid at the facility handrail corrosive splash during routine operations work was stopped eyewash goggles,hand_injuries,chemical_exposure
2,during routine operations sds investigation initiated chemical goggles splash at the facility acid corrosive,slips_trips,chemical_exposure
2,hand glove caught between point employee was at the facility first aid administered finger collision,hand_injuries,hand_injuries
2,employee was chemical skin contact during routine operations glove exposure reported to supervisor splash acid,chemical_exposure,chemical_exposure
2,lanyard employee was scaffold deck below no injury sustained footing investigation initiated dropped fell,dropped_objects,dropped_objects
2,investigation initiated first aid administered fell lanyard barricade scaffold deck below pedestrian during routine operations,dropped_objects,dropped_objects
2,employee was during routine operations tool rigging impact no injury sustained barricade dropped height,dropped_objects,dropped_objects
2,no injury sustained vapor investigation initiated sds eyewash splash acid exposure during routine operations,chemical_exposure,chemical_exposure
2,wrench no injury sustained valve handwheel finger collision investigation initiated point first aid administered glove,vehicle_incidents,hand_injuries
2,work was stopped lanyard barricade during routine operations impact shackle fell first aid administered object,dropped_objects,dropped_objects
2,hand employee was at the facility investigation initiated scaffold impact lanyard dropped height,dropped_objects,dropped_objects
2,laceration seatbelt hand employee was glove investigation initiated no injury sustained valve handwheel finger,hand_injuries,hand_injuries
2,vapor chemical skin contact reported to supervisor investigation initiated acid at the facility chemical sds,chemical_exposure,chemical_exposure
2,investigation initiated goggles swing shackle crane during routine operations reported to supervisor lifting plan rigging,lifting_ops,lifting_ops
2,chemical corrosive sds first aid administered reported to supervisor skin contact acid exposure investigation initiated,chemical_exposure,chemical_exposure
2,first aid administered fell object reported to supervisor lanyard no injury sustained tool lift dropped,vehicle_incidents,dropped_objects
2,swing shackle reported to supervisor during routine operations no injury sustained cable rigging lifting plan lift,lifting_ops,lifting_ops
2,at the facility tool dropped reported to supervisor scaffold no injury sustained impact sds lanyard,dropped_objects,dropped_objects
2,no injury sustained acid point laceration hand glove employee was caught between investigation initiated,hand_injuries,hand_injuries
2,seatbelt during routine operations speed spotter reversing reported to supervisor blind spot first aid administered exposure,vehicle_incidents,vehicle_incidents
2,chemical investigation initiated at the facility vapor sds work was stopped vehicle skin contact corrosive,chemical_exposure,chemical_exposure
3,no injury sustained hand glove laceration during routine operations work was stopped eyewash caught between wrench,hand_injuries,hand_injuries
3,investigation initiated cable stairs first aid administered employee was walkway trip housekeeping stairs,slips_trips,slips_trips
3,employee was during routine operations sling crane shackle investigation initiated fell lifting plan tagline,lifting_ops,lifting_ops
3,shackle investigation initiated lifting plan no injury sustained crane lift first aid administered reversing swing,vehicle_incidents,lifting_ops
3,at the facility investigation initiated work was stopped deck below lanyard scaffold dropped deck below barricade,dropped_objects,dropped_objects
3,during routine operations reported to supervisor crane skin contact employee was acid goggles chemical exposure,chemical_exposure,chemical_exposure
3,work was stopped eyewash exposure during routine operations acid impact vapor sds at the facility,dropped_objects,chemical_exposure
3,no injury sustained mud investigation initiated at the facility handrail tagline trip walkway slip,slips_trips,slips_trips
3,no injury sustained glove seatbelt speed reversing reported to supervisor blind spot at the facility forklift,dropped_objects,vehicle_incidents
3,blind spot speed first aid administered vehicle footing seatbelt during routine operations employee was pedestrian,vehicle_incidents,vehicle_incidents
3,employee was lifting plan during routine operations swing skin contact no injury sustained crane lift load,lifting_ops,lifting_ops
3,collision reported to supervisor vehicle employee was at the facility forklift pedestrian spotter reversing,vehicle_incidents,vehicle_incidents
3,cable employee was trip wet surface walkway lifting plan footing no injury sustained at the facility,slips_trips,slips_trips
3,valve handwheel work was stopped hand employee was pinch glove investigation initiated finger footing,hand_injuries,hand_injuries
3,work was stopped pedestrian reported to supervisor reversing investigation initiated collision speed blind spot forklift,vehicle_incidents,vehicle_incidents
3,first aid administered employee was during routine operations sds chemical corrosive exposure splash skin contact,lifting_ops,chemical_exposure
3,forklift banksman employee was swing work was stopped crane rigging reported to supervisor lifting plan,lifting_ops,lifting_ops
3,reported to supervisor valve handwheel finger splash caught between pinch first aid administered glove no injury sustained,hand_injuries,hand_injuries
3,impact lanyard object scaffold reported to supervisor stairs no injury sustained tool during routine operations,dropped_objects,dropped_objects
3,at the facility housekeeping wet surface walkway no injury sustained object mud trip employee was,hand_injuries,slips_trips
3,skin contact acid exposure investigation initiated vapor reported to supervisor work was stopped walkway sds,chemical_exposure,chemical_exposure
3,point employee was at the facility forklift valve handwheel during routine operations glove wrench hand,hand_injuries,hand_injuries
3,first aid administered no injury sustained lift rigging load shackle collision employee was lifting plan,lifting_ops,lifting_ops
3,work was stopped goggles first aid administered splash corrosive footing investigation initiated exposure acid,chemical_exposure,chemical_exposure
3,no injury sustained eyewash point vapor splash corrosive work was stopped reported to supervisor sds,chemical_exposure,chemical_exposure
3,walkway cable reported to supervisor pedestrian slip no injury sustained stairs handrail during routine operations,slips_trips,slips_trips
3,crane wrench during routine operations no injury sustained work was stopped shackle lift tagline swing,slips_trips,lifting_ops
3,height first aid administered deck below lanyard impact at the facility work was stopped scaffold height,hand_injuries,dropped_objects
3,lanyard no injury sustained fell object reported to supervisor work was stopped dropped chemical impact,dropped_objects,dropped_objects
3,reported to supervisor first aid administered crane rigging spotter shackle investigation initiated swing lifting plan,lifting_ops,lifting_ops
3,at the facility exposure acid during routine operations employee was crane sds splash corrosive,chemical_exposure,chemical_exposure
3,tagline shackle employee was sling crane load forklift first aid administered work was stopped,lifting_ops,lifting_ops
3,at the facility employee was glove point hand investigation initiated laceration barricade wrench,hand_injuries,hand_injuries
3,at the facility deck below object speed tool fell reported to supervisor impact no injury sustained,vehicle_incidents,dropped_objects
3,reported to supervisor footing handrail trip wet surface mud wrench employee was no injury sustained,slips_trips,slips_trips
3,reported to supervisor at the facility deck below impact lanyard work was stopped barricade tool caught between,dropped_objects,dropped_objects
3,during routine operations pinch first aid administered at the facility laceration eyewash glove finger hand,hand_injuries,hand_injuries
3,seatbelt no injury sustained exposure during routine operations vapor skin contact splash at the facility corrosive,chemical_exposure,chemical_exposure
3,employee was reported to supervisor acid exposure sds skin contact during routine operations chemical corrosive,dropped_objects,chemical_exposure
3,fell scaffold impact at the facility scaffold object no injury sustained employee was height,dropped_objects,dropped_objects
3,goggles impact fell object height during routine operations at the facility lanyard no injury sustained,dropped_objects,dropped_objects
3,lanyard at the facility object scaffold walkway during routine operations deck below first aid administered height,dropped_objects,dropped_objects
3,mud walkway cable housekeeping valve handwheel first aid administered at the facility footing reported to supervisor,slips_trips,slips_trips
3,caught between employee was height wrench at the facility reported to supervisor finger laceration hand,hand_injuries,hand_injuries
3,caught between pinch at the facility investigation initiated wrench point stairs hand employee was,hand_injuries,hand_injuries
3,spotter vehicle reversing work was stopped investigation initiated laceration blind spot during routine operations seatbelt,chemical_exposure,vehicle_incidents
3,seatbelt reported to supervisor at the facility height pedestrian vehicle reversing speed investigation initiated,vehicle_incidents,vehicle_incidents
3,employee was valve handwheel glove finger hand laceration during routine operations vehicle investigation initiated,hand_injuries,hand_injuries
3,during routine operations scaffold fell employee was forklift height deck below lanyard reported to supervisor,slips_trips,dropped_objects
3,during routine operations work was stopped finger laceration valve handwheel wrench height caught between at the facility,hand_injuries,hand_injuries
4,speed employee was at the facility work was stopped blind spot spotter pedestrian stairs forklift,vehicle_incidents,vehicle_incidents
4,caught between hand reported to supervisor pinch work was stopped finger laceration employee was valve handwheel,hand_injuries,hand_injuries
4,speed reversing first aid administered seatbelt blind spot at the facility caught between forklift work was stopped,vehicle_incidents,vehicle_incidents
4,reported to supervisor lift first aid administered load rigging tagline during routine operations point banksman,lifting_ops,lifting_ops
4,eyewash vehicle reversing reported to supervisor work was stopped seatbelt collision spotter employee was,lifting_ops,vehicle_incidents
4,hand at the facility glove point work was stopped finger valve handwheel reported to supervisor finger,hand_injuries,hand_injuries
4,no injury sustained employee was lanyard height skin contact impact scaffold dropped investigation initiated,dropped_objects,dropped_objects
4,finger hand glove crane reported to supervisor investigation initiated work was stopped point pinch,hand_injuries,hand_injuries
4,work was stopped first aid administered during routine operations deck below object scaffold height blind spot dropped,dropped_objects,dropped_objects
4,employee was chemical work was stopped skin contact splash impact vapor during routine operations sds,chemical_exposure,chemical_exposure
4,work was stopped reversing pedestrian investigation initiated forklift collision at the facility valve handwheel vehicle,vehicle_incidents,vehicle_incidents
4,stairs during routine operations walkway cable vehicle footing work was stopped employee was trip,slips_trips,slips_trips
4,height employee was deck below fell no injury sustained tool work was stopped scaffold tool,dropped_objects,dropped_objects
4,reported to supervisor no injury sustained investigation initiated tagline shackle caught between rigging swing lift,lifting_ops,lifting_ops
4,barricade employee was scaffold tool fell walkway object investigation initiated reported to supervisor,dropped_objects,dropped_objects
4,no injury sustained employee was pedestrian seatbelt vapor forklift blind spot first aid administered speed,vehicle_incidents,vehicle_incidents
4,no injury sustained reported to supervisor forklift splash goggles corrosive chemical sds during routine operations,chemical_exposure,chemical_exposure
4,first aid administered hand wrench work was stopped no injury sustained valve handwheel laceration hand glove,hand_injuries,hand_injuries
4,barricade impact handrail height employee was scaffold dropped work was stopped at the facility,dropped_objects,dropped_objects
4,wrench investigation initiated at the facility no injury sustained finger pedestrian point glove hand,hand_injuries,hand_injuries
4,slip housekeeping at the facility reversing employee was first aid administered mud handrail cable,slips_trips,slips_trips
4,reported to supervisor no injury sustained point work was stopped pinch finger caught between laceration housekeeping,hand_injuries,hand_injuries
4,chemical goggles skin contact eyewash vapor reported to supervisor investigation initiated employee was fell,chemical_exposure,chemical_exposure
4,deck below first aid administered shackle fell employee was lanyard at the facility tool impact,dropped_objects,dropped_objects
4,during routine operations shackle investigation initiated sling barricade tagline reported to supervisor lifting plan load,lifting_ops,lifting_ops
4,finger impact point at the facility first aid administered valve handwheel work was stopped caught between hand,hand_injuries,hand_injuries
4,scaffold during routine operations investigation initiated object deck below sling barricade employee was fell,dropped_objects,dropped_objects
4,no injury sustained reported to supervisor sling rigging investigation initiated tagline lift walkway lifting plan,lifting_ops,lifting_ops
4,banksman sling shackle no injury sustained load at the facility investigation initiated lifting plan blind spot,lifting_ops,lifting_ops
4,footing trip during routine operations handrail first aid administered stairs work was stopped wet surface forklift,slips_trips,slips_trips
4,sds goggles pedestrian investigation initiated acid at the facility exposure skin contact employee was,chemical_exposure,chemical_exposure
4,load reported to supervisor banksman tagline investigation initiated shackle employee was lift lift,chemical_exposure,lifting_ops
4,at the facility deck below work was stopped employee was chemical fell scaffold tool barricade,dropped_objects,dropped_objects
4,shackle lift employee was lifting plan shackle sling investigation initiated during routine operations tagline,lifting_ops,lifting_ops
4,forklift splash goggles eyewash first aid administered sds investigation initiated employee was corrosive,chemical_exposure,chemical_exposure
4,first aid administered scaffold deck below fell at the facility barricade cable object during routine operations,dropped_objects,dropped_objects
4,walkway cable stairs during routine operations handrail reported to supervisor employee was footing chemical,hand_injuries,slips_trips
4,corrosive first aid administered splash investigation initiated laceration eyewash during routine operations vapor acid,chemical_exposure,chemical_exposure
4,laceration finger first aid administered work was stopped pinch glove load no injury sustained point,hand_injuries,hand_injuries
4,forklift speed during routine operations at the facility vehicle reversing forklift spotter reported to supervisor,vehicle_incidents,vehicle_incidents
4,during routine operations crane pinch wrench first aid administered laceration finger caught between reported to supervisor,hand_injuries,hand_injuries
4,at the facility work was stopped caught between wrench no injury sustained finger point speed pinch,dropped_objects,hand_injuries
4,investigation initiated no injury sustained work was stopped collision impact height scaffold lanyard deck below,dropped_objects,dropped_objects
4,at the facility first aid administered height fell impact work was stopped dropped vapor scaffold,dropped_objects,dropped_objects
4,cable handrail mud wet surface at the facility stairs investigation initiated no injury sustained eyewash,slips_trips,slips_trips
4,rigging reported to supervisor at the facility mud walkway wet surface work was stopped stairs cable,slips_trips,slips_trips
4,pinch walkway finger wrench first aid administered hand during routine operations caught between investigation initiated,hand_injuries,hand_injuries
4,hand no injury sustained laceration employee was pinch caught between finger during routine operations point,hand_injuries,hand_injuries
4,lifting plan rigging investigation initiated employee was tagline shackle eyewash sling reported to supervisor,lifting_ops,lifting_ops
4,sling crane hand employee was swing during routine operations at the facility lifting plan banksman,dropped_objects,lifting_ops
5,finger during routine operations wrench at the facility hand investigation initiated valve handwheel pedestrian pinch,hand_injuries,hand_injuries
5,mud handrail work was stopped no injury sustained first aid administered wet surface tool stairs cable,slips_trips,slips_trips
5,during routine operations eyewash at the facility chemical corrosive exposure splash no injury sustained cable,chemical_exposure,chemical_exposure
5,no injury sustained sling work was stopped finger point hand valve handwheel glove first aid administered,hand_injuries,hand_injuries
5,pinch wrench glove reported to supervisor work was stopped hand during routine operations lanyard finger,dropped_objects,hand_injuries
5,height lanyard load investigation initiated during routine operations impact tool barricade first aid administered,dropped_objects,dropped_objects
5,rigging banksman employee was investigation initiated load at the facility crane tagline point,lifting_ops,lifting_ops
5,vapor collision no injury sustained forklift reversing vehicle during routine operations first aid administered speed,vehicle_incidents,vehicle_incidents
5,first aid administered fell lanyard investigation initiated tool deck below scaffold impact reported to supervisor,dropped_objects,dropped_objects
5,finger during routine operations no injury sustained at the facility object barricade impact fell dropped,dropped_objects,dropped_objects
5,first aid administered banksman work was stopped swing crane reversing sling employee was lift,chemical_exposure,lifting_ops
5,during routine operations work was stopped banksman shackle load employee was sling lift valve handwheel,dropped_objects,lifting_ops
5,impact scaffold no injury sustained shackle object reported to supervisor fell at the facility height,dropped_objects,dropped_objects
5,scaffold height impact glove fell tool during routine operations reported to supervisor employee was,chemical_exposure,dropped_objects
5,reported to supervisor collision at the facility forklift blind spot spotter during routine operations rigging reversing,vehicle_incidents,vehicle_incidents
5,lifting plan sling dropped lift rigging no injury sustained work was stopped first aid administered banksman,lifting_ops,lifting_ops
5,at the facility splash vapor skin contact corrosive cable first aid administered during routine operations exposure,chemical_exposure,chemical_exposure
5,finger handrail wet surface employee was stairs first aid administered housekeeping at the facility mud,slips_trips,slips_trips
5,reported to supervisor object scaffold height at the facility barricade dropped during routine operations impact,slips_trips,dropped_objects
5,first aid administered work was stopped during routine operations object pinch impact lanyard deck below tool,dropped_objects,dropped_objects
5,lanyard dropped pinch reported to supervisor first aid administered object tool at the facility barricade,dropped_objects,dropped_objects
5,swing employee was acid vapor eyewash work was stopped goggles investigation initiated sds,chemical_exposure,chemical_exposure
5,employee was chemical vapor caught between no injury sustained splash exposure reported to supervisor sds,chemical_exposure,chemical_exposure
5,corrosive skin contact splash vapor first aid administered employee was vehicle no injury sustained goggles,chemical_exposure,chemical_exposure
5,acid at the facility during routine operations reversing forklift seatbelt vehicle first aid administered speed,vehicle_incidents,vehicle_incidents
5,lift shackle lifting plan work was stopped tagline shackle investigation initiated swing employee was,lifting_ops,lifting_ops
5,employee was trip cable handrail during routine operations wet surface mud work was stopped valve handwheel,hand_injuries,slips_trips
5,reported to supervisor goggles employee was sds exposure acid during routine operations splash tool,chemical_exposure,chemical_exposure
5,tagline no injury sustained deck below impact during routine operations at the facility dropped object tool,dropped_objects,dropped_objects
5,tagline sling no injury sustained reported to supervisor work was stopped swing lift scaffold load,lifting_ops,lifting_ops
5,no injury sustained object first aid administered deck below dropped tool reported to supervisor height scaffold,dropped_objects,dropped_objects
5,chemical splash work was stopped goggles first aid administered eyewash investigation initiated vapor exposure,slips_trips,chemical_exposure
